0.455967 0.464029 
0.423752 0.529322 
0.397929 0.582841 
0.385855 0.632071 
0.358465 0.684524 
0.329467 0.736979 
0.312727 0.790496 
0.284345 0.840814 
0.250375 0.894351 
0.208944 0.946833 
