"rho","velocity:0","velocity:1","velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.0022958,-1.947e-14,0,1,78.705,49.5,78.705,0
1,0.0022873,-1.9387e-14,0,1,78.804,49.5,78.804,0
1,0.0022788,-1.9303e-14,0,1,78.903,49.5,78.903,0
1,0.0022703,-1.9219e-14,0,1,79.002,49.5,79.002,0
1,0.0022615,-1.9141e-14,0,1,79.101,49.5,79.101,0
1,0.0022527,-1.9063e-14,0,1,79.2,49.5,79.2,0
1,0.0022439,-1.8984e-14,0,1,79.299,49.5,79.299,0
1,0.0022351,-1.8906e-14,0,1,79.398,49.5,79.398,0
1,0.0022263,-1.8828e-14,0,1,79.497,49.5,79.497,0
1,0.0022175,-1.8749e-14,0,1,79.596,49.5,79.596,0
1,0.0022087,-1.8671e-14,0,1,79.695,49.5,79.695,0
1,0.0021999,-1.8593e-14,0,1,79.794,49.5,79.794,0
1,0.0021911,-1.8514e-14,0,1,79.893,49.5,79.893,0
1,0.0021823,-1.8436e-14,0,1,79.992,49.5,79.992,0
1,0.0021732,-1.8324e-14,0,1,80.091,49.5,80.091,0
1,0.0021641,-1.8208e-14,0,1,80.19,49.5,80.19,0
1,0.0021551,-1.8093e-14,0,1,80.289,49.5,80.289,0
1,0.002146,-1.7977e-14,0,1,80.388,49.5,80.388,0
1,0.0021369,-1.7862e-14,0,1,80.487,49.5,80.487,0
1,0.0021278,-1.7747e-14,0,1,80.586,49.5,80.586,0
1,0.0021187,-1.7631e-14,0,1,80.685,49.5,80.685,0
1,0.0021096,-1.7516e-14,0,1,80.784,49.5,80.784,0
1,0.0021005,-1.74e-14,0,1,80.883,49.5,80.883,0
1,0.0020914,-1.7285e-14,0,1,80.982,49.5,80.982,0
1,0.0020821,-1.7195e-14,0,1,81.081,49.5,81.081,0
1,0.0020727,-1.7112e-14,0,1,81.18,49.5,81.18,0
1,0.0020633,-1.7028e-14,0,1,81.279,49.5,81.279,0
1,0.0020539,-1.6944e-14,0,1,81.378,49.5,81.378,0
1,0.0020445,-1.686e-14,0,1,81.477,49.5,81.477,0
1,0.0020351,-1.6776e-14,0,1,81.576,49.5,81.576,0
1,0.0020258,-1.6693e-14,0,1,81.675,49.5,81.675,0
1,0.0020164,-1.6609e-14,0,1,81.774,49.5,81.774,0
1,0.002007,-1.6525e-14,0,1,81.873,49.5,81.873,0
1,0.0019976,-1.6441e-14,0,1,81.972,49.5,81.972,0
1,0.001988,-1.636e-14,0,1,82.071,49.5,82.071,0
1,0.0019783,-1.6281e-14,0,1,82.17,49.5,82.17,0
1,0.0019686,-1.6201e-14,0,1,82.269,49.5,82.269,0
1,0.001959,-1.6121e-14,0,1,82.368,49.5,82.368,0
1,0.0019493,-1.6042e-14,0,1,82.467,49.5,82.467,0
1,0.0019396,-1.5962e-14,0,1,82.566,49.5,82.566,0
1,0.0019299,-1.5882e-14,0,1,82.665,49.5,82.665,0
1,0.0019202,-1.5802e-14,0,1,82.764,49.5,82.764,0
1,0.0019106,-1.5723e-14,0,1,82.863,49.5,82.863,0
1,0.0019009,-1.5643e-14,0,1,82.962,49.5,82.962,0
1,0.001891,-1.5569e-14,0,1,83.061,49.5,83.061,0
1,0.001881,-1.5499e-14,0,1,83.16,49.5,83.16,0
1,0.0018711,-1.5429e-14,0,1,83.259,49.5,83.259,0
1,0.0018611,-1.5359e-14,0,1,83.358,49.5,83.358,0
1,0.0018511,-1.5289e-14,0,1,83.457,49.5,83.457,0
1,0.0018411,-1.5219e-14,0,1,83.556,49.5,83.556,0
1,0.0018311,-1.5149e-14,0,1,83.655,49.5,83.655,0
1,0.0018212,-1.5079e-14,0,1,83.754,49.5,83.754,0
1,0.0018112,-1.5009e-14,0,1,83.853,49.5,83.853,0
1,0.0018012,-1.4939e-14,0,1,83.952,49.5,83.952,0
1,0.0017911,-1.4859e-14,0,1,84.051,49.5,84.051,0
1,0.0017808,-1.4772e-14,0,1,84.15,49.5,84.15,0
1,0.0017705,-1.4684e-14,0,1,84.249,49.5,84.249,0
1,0.0017603,-1.4596e-14,0,1,84.348,49.5,84.348,0
1,0.00175,-1.4508e-14,0,1,84.447,49.5,84.447,0
1,0.0017397,-1.442e-14,0,1,84.546,49.5,84.546,0
1,0.0017295,-1.4332e-14,0,1,84.645,49.5,84.645,0
1,0.0017192,-1.4244e-14,0,1,84.744,49.5,84.744,0
1,0.0017089,-1.4156e-14,0,1,84.843,49.5,84.843,0
1,0.0016986,-1.4068e-14,0,1,84.942,49.5,84.942,0
1,0.0016883,-1.3975e-14,0,1,85.041,49.5,85.041,0
1,0.0016777,-1.3875e-14,0,1,85.14,49.5,85.14,0
1,0.0016671,-1.3774e-14,0,1,85.239,49.5,85.239,0
1,0.0016566,-1.3674e-14,0,1,85.338,49.5,85.338,0
1,0.001646,-1.3574e-14,0,1,85.437,49.5,85.437,0
1,0.0016354,-1.3474e-14,0,1,85.536,49.5,85.536,0
1,0.0016249,-1.3373e-14,0,1,85.635,49.5,85.635,0
1,0.0016143,-1.3273e-14,0,1,85.734,49.5,85.734,0
1,0.0016037,-1.3173e-14,0,1,85.833,49.5,85.833,0
1,0.0015932,-1.3072e-14,0,1,85.932,49.5,85.932,0
1,0.0015825,-1.2981e-14,0,1,86.031,49.5,86.031,0
1,0.0015716,-1.2908e-14,0,1,86.13,49.5,86.13,0
1,0.0015608,-1.2835e-14,0,1,86.229,49.5,86.229,0
1,0.0015499,-1.2762e-14,0,1,86.328,49.5,86.328,0
1,0.0015391,-1.2689e-14,0,1,86.427,49.5,86.427,0
1,0.0015282,-1.2617e-14,0,1,86.526,49.5,86.526,0
1,0.0015173,-1.2544e-14,0,1,86.625,49.5,86.625,0
1,0.0015065,-1.2471e-14,0,1,86.724,49.5,86.724,0
1,0.0014956,-1.2398e-14,0,1,86.823,49.5,86.823,0
1,0.0014847,-1.2325e-14,0,1,86.922,49.5,86.922,0
1,0.0014738,-1.2244e-14,0,1,87.021,49.5,87.021,0
1,0.0014627,-1.2131e-14,0,1,87.12,49.5,87.12,0
1,0.0014515,-1.2019e-14,0,1,87.219,49.5,87.219,0
1,0.0014403,-1.1906e-14,0,1,87.318,49.5,87.318,0
1,0.0014292,-1.1793e-14,0,1,87.417,49.5,87.417,0
1,0.001418,-1.1681e-14,0,1,87.516,49.5,87.516,0
1,0.0014069,-1.1568e-14,0,1,87.615,49.5,87.615,0
1,0.0013957,-1.1455e-14,0,1,87.714,49.5,87.714,0
1,0.0013846,-1.1343e-14,0,1,87.813,49.5,87.813,0
1,0.0013734,-1.123e-14,0,1,87.912,49.5,87.912,0
1,0.0013622,-1.1121e-14,0,1,88.011,49.5,88.011,0
1,0.0013508,-1.1037e-14,0,1,88.11,49.5,88.11,0
1,0.0013393,-1.0953e-14,0,1,88.209,49.5,88.209,0
1,0.0013279,-1.0869e-14,0,1,88.308,49.5,88.308,0
1,0.0013164,-1.0785e-14,0,1,88.407,49.5,88.407,0
1,0.0013049,-1.0702e-14,0,1,88.506,49.5,88.506,0
1,0.0012935,-1.0618e-14,0,1,88.605,49.5,88.605,0
1,0.001282,-1.0534e-14,0,1,88.704,49.5,88.704,0
1,0.0012706,-1.045e-14,0,1,88.803,49.5,88.803,0
1,0.0012591,-1.0366e-14,0,1,88.902,49.5,88.902,0
1,0.0012477,-1.0282e-14,0,1,89.001,49.5,89.001,0
1,0.0012359,-1.0177e-14,0,1,89.1,49.5,89.1,0
1,0.0012242,-1.0071e-14,0,1,89.199,49.5,89.199,0
1,0.0012124,-9.965e-15,0,1,89.298,49.5,89.298,0
1,0.0012007,-9.8592e-15,0,1,89.397,49.5,89.397,0
1,0.0011889,-9.7534e-15,0,1,89.496,49.5,89.496,0
1,0.0011772,-9.6476e-15,0,1,89.595,49.5,89.595,0
1,0.0011654,-9.5418e-15,0,1,89.694,49.5,89.694,0
1,0.0011537,-9.436e-15,0,1,89.793,49.5,89.793,0
1,0.0011419,-9.3303e-15,0,1,89.892,49.5,89.892,0
1,0.0011302,-9.2245e-15,0,1,89.991,49.5,89.991,0
1,0.0011182,-9.1362e-15,0,1,90.09,49.5,90.09,0
1,0.0011061,-9.0496e-15,0,1,90.189,49.5,90.189,0
1,0.0010941,-8.9631e-15,0,1,90.288,49.5,90.288,0
1,0.001082,-8.8765e-15,0,1,90.387,49.5,90.387,0
1,0.00107,-8.7899e-15,0,1,90.486,49.5,90.486,0
1,0.001058,-8.7034e-15,0,1,90.585,49.5,90.585,0
1,0.0010459,-8.6168e-15,0,1,90.684,49.5,90.684,0
1,0.0010339,-8.5303e-15,0,1,90.783,49.5,90.783,0
1,0.0010218,-8.4437e-15,0,1,90.882,49.5,90.882,0
1,0.0010098,-8.3572e-15,0,1,90.981,49.5,90.981,0
1,0.0009975,-8.2773e-15,0,1,91.08,49.5,91.08,0
1,0.00098516,-8.199e-15,0,1,91.179,49.5,91.179,0
1,0.00097282,-8.1206e-15,0,1,91.278,49.5,91.278,0
1,0.00096048,-8.0423e-15,0,1,91.377,49.5,91.377,0
1,0.00094814,-7.964e-15,0,1,91.476,49.5,91.476,0
1,0.0009358,-7.8857e-15,0,1,91.575,49.5,91.575,0
1,0.00092346,-7.8074e-15,0,1,91.674,49.5,91.674,0
1,0.00091112,-7.7291e-15,0,1,91.773,49.5,91.773,0
1,0.00089878,-7.6508e-15,0,1,91.872,49.5,91.872,0
1,0.00088644,-7.5725e-15,0,1,91.971,49.5,91.971,0
1,0.00087389,-7.4932e-15,0,1,92.07,49.5,92.07,0
1,0.00086125,-7.4135e-15,0,1,92.169,49.5,92.169,0
1,0.00084862,-7.3338e-15,0,1,92.268,49.5,92.268,0
1,0.00083598,-7.2541e-15,0,1,92.367,49.5,92.367,0
1,0.00082334,-7.1744e-15,0,1,92.466,49.5,92.466,0
1,0.00081071,-7.0947e-15,0,1,92.565,49.5,92.565,0
1,0.00079807,-7.0151e-15,0,1,92.664,49.5,92.664,0
1,0.00078543,-6.9354e-15,0,1,92.763,49.5,92.763,0
1,0.0007728,-6.8557e-15,0,1,92.862,49.5,92.862,0
1,0.00076016,-6.776e-15,0,1,92.961,49.5,92.961,0
1,0.00074735,-6.6563e-15,0,1,93.06,49.5,93.06,0
1,0.00073441,-6.5107e-15,0,1,93.159,49.5,93.159,0
1,0.00072148,-6.3651e-15,0,1,93.258,49.5,93.258,0
1,0.00070855,-6.2194e-15,0,1,93.357,49.5,93.357,0
1,0.00069562,-6.0738e-15,0,1,93.456,49.5,93.456,0
1,0.00068268,-5.9282e-15,0,1,93.555,49.5,93.555,0
1,0.00066975,-5.7825e-15,0,1,93.654,49.5,93.654,0
1,0.00065682,-5.6369e-15,0,1,93.753,49.5,93.753,0
1,0.00064389,-5.4913e-15,0,1,93.852,49.5,93.852,0
1,0.00063095,-5.3456e-15,0,1,93.951,49.5,93.951,0
1,0.00061787,-5.2194e-15,0,1,94.05,49.5,94.05,0
1,0.00060464,-5.1123e-15,0,1,94.149,49.5,94.149,0
1,0.00059141,-5.0051e-15,0,1,94.248,49.5,94.248,0
1,0.00057818,-4.8979e-15,0,1,94.347,49.5,94.347,0
1,0.00056496,-4.7908e-15,0,1,94.446,49.5,94.446,0
1,0.00055173,-4.6836e-15,0,1,94.545,49.5,94.545,0
1,0.0005385,-4.5765e-15,0,1,94.644,49.5,94.644,0
1,0.00052527,-4.4693e-15,0,1,94.743,49.5,94.743,0
1,0.00051204,-4.3621e-15,0,1,94.842,49.5,94.842,0
1,0.00049881,-4.255e-15,0,1,94.941,49.5,94.941,0
1,0.00048546,-4.1556e-15,0,1,95.04,49.5,95.04,0
1,0.00047194,-4.0676e-15,0,1,95.139,49.5,95.139,0
1,0.00045841,-3.9797e-15,0,1,95.238,49.5,95.238,0
1,0.00044489,-3.8918e-15,0,1,95.337,49.5,95.337,0
1,0.00043136,-3.8038e-15,0,1,95.436,49.5,95.436,0
1,0.00041784,-3.7159e-15,0,1,95.535,49.5,95.535,0
1,0.00040431,-3.628e-15,0,1,95.634,49.5,95.634,0
1,0.00039078,-3.5401e-15,0,1,95.733,49.5,95.733,0
1,0.00037726,-3.4521e-15,0,1,95.832,49.5,95.832,0
1,0.00036373,-3.3642e-15,0,1,95.931,49.5,95.931,0
1,0.00035012,-3.2729e-15,0,1,96.03,49.5,96.03,0
1,0.0003363,-3.174e-15,0,1,96.129,49.5,96.129,0
1,0.00032248,-3.0751e-15,0,1,96.228,49.5,96.228,0
1,0.00030865,-2.9762e-15,0,1,96.327,49.5,96.327,0
1,0.00029483,-2.8773e-15,0,1,96.426,49.5,96.426,0
1,0.00028101,-2.7783e-15,0,1,96.525,49.5,96.525,0
1,0.00026719,-2.6794e-15,0,1,96.624,49.5,96.624,0
1,0.00025336,-2.5805e-15,0,1,96.723,49.5,96.723,0
1,0.00023954,-2.4816e-15,0,1,96.822,49.5,96.822,0
1,0.00022572,-2.3827e-15,0,1,96.921,49.5,96.921,0
1,0.00021184,-2.2773e-15,0,1,97.02,49.5,97.02,0
1,0.00019772,-2.1468e-15,0,1,97.119,49.5,97.119,0
1,0.0001836,-2.0163e-15,0,1,97.218,49.5,97.218,0
1,0.00016948,-1.8858e-15,0,1,97.317,49.5,97.317,0
1,0.00015536,-1.7553e-15,0,1,97.416,49.5,97.416,0
1,0.00014124,-1.6247e-15,0,1,97.515,49.5,97.515,0
1,0.00012713,-1.4942e-15,0,1,97.614,49.5,97.614,0
1,0.00011301,-1.3637e-15,0,1,97.713,49.5,97.713,0
1,9.8889e-05,-1.2332e-15,0,1,97.812,49.5,97.812,0
1,8.4769e-05,-1.1027e-15,0,1,97.911,49.5,97.911,0
1,7.1381e-05,-2.0835e-14,0,1,98.01,49.5,98.01,0
1,6.449e-05,-2.173e-13,0,1,98.109,49.5,98.109,0
1,5.76e-05,-4.1376e-13,0,1,98.208,49.5,98.208,0
1,5.071e-05,-6.1022e-13,0,1,98.307,49.5,98.307,0
1,4.3819e-05,-8.0669e-13,0,1,98.406,49.5,98.406,0
1,3.6929e-05,-1.0032e-12,0,1,98.505,49.5,98.505,0
1,3.0039e-05,-1.1996e-12,0,1,98.604,49.5,98.604,0
1,2.3148e-05,-1.3961e-12,0,1,98.703,49.5,98.703,0
1,1.6258e-05,-1.5926e-12,0,1,98.802,49.5,98.802,0
1,9.3672e-06,-1.789e-12,0,1,98.901,49.5,98.901,0
1,2.4769e-06,-1.9855e-12,0,1,99,49.5,99,0
