"rho","velocity:0","velocity:1","velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.0033951,-2.6968e-14,0,1,39.006,49.5,39.006,0
1,0.0033981,-2.7024e-14,0,1,39.105,49.5,39.105,0
1,0.003401,-2.7081e-14,0,1,39.204,49.5,39.204,0
1,0.0034039,-2.7137e-14,0,1,39.303,49.5,39.303,0
1,0.0034068,-2.7193e-14,0,1,39.402,49.5,39.402,0
1,0.0034098,-2.725e-14,0,1,39.501,49.5,39.501,0
1,0.0034127,-2.7306e-14,0,1,39.6,49.5,39.6,0
1,0.0034156,-2.7362e-14,0,1,39.699,49.5,39.699,0
1,0.0034185,-2.7419e-14,0,1,39.798,49.5,39.798,0
1,0.0034215,-2.7475e-14,0,1,39.897,49.5,39.897,0
1,0.0034244,-2.7531e-14,0,1,39.996,49.5,39.996,0
1,0.003427,-2.749e-14,0,1,40.095,49.5,40.095,0
1,0.0034297,-2.7445e-14,0,1,40.194,49.5,40.194,0
1,0.0034323,-2.7399e-14,0,1,40.293,49.5,40.293,0
1,0.0034349,-2.7354e-14,0,1,40.392,49.5,40.392,0
1,0.0034376,-2.7309e-14,0,1,40.491,49.5,40.491,0
1,0.0034402,-2.7263e-14,0,1,40.59,49.5,40.59,0
1,0.0034428,-2.7218e-14,0,1,40.689,49.5,40.689,0
1,0.0034455,-2.7173e-14,0,1,40.788,49.5,40.788,0
1,0.0034481,-2.7127e-14,0,1,40.887,49.5,40.887,0
1,0.0034507,-2.7082e-14,0,1,40.986,49.5,40.986,0
1,0.0034531,-2.7127e-14,0,1,41.085,49.5,41.085,0
1,0.0034555,-2.7188e-14,0,1,41.184,49.5,41.184,0
1,0.0034578,-2.7248e-14,0,1,41.283,49.5,41.283,0
1,0.0034602,-2.7309e-14,0,1,41.382,49.5,41.382,0
1,0.0034625,-2.7369e-14,0,1,41.481,49.5,41.481,0
1,0.0034648,-2.743e-14,0,1,41.58,49.5,41.58,0
1,0.0034672,-2.749e-14,0,1,41.679,49.5,41.679,0
1,0.0034695,-2.7551e-14,0,1,41.778,49.5,41.778,0
1,0.0034719,-2.7611e-14,0,1,41.877,49.5,41.877,0
1,0.0034742,-2.7672e-14,0,1,41.976,49.5,41.976,0
1,0.0034763,-2.7647e-14,0,1,42.075,49.5,42.075,0
1,0.0034784,-2.7594e-14,0,1,42.174,49.5,42.174,0
1,0.0034804,-2.7542e-14,0,1,42.273,49.5,42.273,0
1,0.0034825,-2.749e-14,0,1,42.372,49.5,42.372,0
1,0.0034845,-2.7438e-14,0,1,42.471,49.5,42.471,0
1,0.0034866,-2.7386e-14,0,1,42.57,49.5,42.57,0
1,0.0034886,-2.7333e-14,0,1,42.669,49.5,42.669,0
1,0.0034907,-2.7281e-14,0,1,42.768,49.5,42.768,0
1,0.0034927,-2.7229e-14,0,1,42.867,49.5,42.867,0
1,0.0034948,-2.7177e-14,0,1,42.966,49.5,42.966,0
1,0.0034966,-2.7209e-14,0,1,43.065,49.5,43.065,0
1,0.0034984,-2.7286e-14,0,1,43.164,49.5,43.164,0
1,0.0035001,-2.7363e-14,0,1,43.263,49.5,43.263,0
1,0.0035019,-2.744e-14,0,1,43.362,49.5,43.362,0
1,0.0035036,-2.7517e-14,0,1,43.461,49.5,43.461,0
1,0.0035054,-2.7594e-14,0,1,43.56,49.5,43.56,0
1,0.0035071,-2.7671e-14,0,1,43.659,49.5,43.659,0
1,0.0035089,-2.7748e-14,0,1,43.758,49.5,43.758,0
1,0.0035107,-2.7825e-14,0,1,43.857,49.5,43.857,0
1,0.0035124,-2.7902e-14,0,1,43.956,49.5,43.956,0
1,0.003514,-2.7905e-14,0,1,44.055,49.5,44.055,0
1,0.0035155,-2.7848e-14,0,1,44.154,49.5,44.154,0
1,0.0035169,-2.7792e-14,0,1,44.253,49.5,44.253,0
1,0.0035184,-2.7736e-14,0,1,44.352,49.5,44.352,0
1,0.0035199,-2.7679e-14,0,1,44.451,49.5,44.451,0
1,0.0035213,-2.7623e-14,0,1,44.55,49.5,44.55,0
1,0.0035228,-2.7567e-14,0,1,44.649,49.5,44.649,0
1,0.0035242,-2.751e-14,0,1,44.748,49.5,44.748,0
1,0.0035257,-2.7454e-14,0,1,44.847,49.5,44.847,0
1,0.0035272,-2.7398e-14,0,1,44.946,49.5,44.946,0
1,0.0035285,-2.7397e-14,0,1,45.045,49.5,45.045,0
1,0.0035297,-2.7463e-14,0,1,45.144,49.5,45.144,0
1,0.0035308,-2.7529e-14,0,1,45.243,49.5,45.243,0
1,0.003532,-2.7595e-14,0,1,45.342,49.5,45.342,0
1,0.0035332,-2.7661e-14,0,1,45.441,49.5,45.441,0
1,0.0035344,-2.7727e-14,0,1,45.54,49.5,45.54,0
1,0.0035355,-2.7793e-14,0,1,45.639,49.5,45.639,0
1,0.0035367,-2.7859e-14,0,1,45.738,49.5,45.738,0
1,0.0035379,-2.7925e-14,0,1,45.837,49.5,45.837,0
1,0.003539,-2.799e-14,0,1,45.936,49.5,45.936,0
1,0.0035401,-2.8022e-14,0,1,46.035,49.5,46.035,0
1,0.003541,-2.7992e-14,0,1,46.134,49.5,46.134,0
1,0.0035419,-2.7962e-14,0,1,46.233,49.5,46.233,0
1,0.0035427,-2.7932e-14,0,1,46.332,49.5,46.332,0
1,0.0035436,-2.7902e-14,0,1,46.431,49.5,46.431,0
1,0.0035445,-2.7871e-14,0,1,46.53,49.5,46.53,0
1,0.0035454,-2.7841e-14,0,1,46.629,49.5,46.629,0
1,0.0035462,-2.7811e-14,0,1,46.728,49.5,46.728,0
1,0.0035471,-2.7781e-14,0,1,46.827,49.5,46.827,0
1,0.003548,-2.775e-14,0,1,46.926,49.5,46.926,0
1,0.0035488,-2.7734e-14,0,1,47.025,49.5,47.025,0
1,0.0035494,-2.7761e-14,0,1,47.124,49.5,47.124,0
1,0.00355,-2.7787e-14,0,1,47.223,49.5,47.223,0
1,0.0035506,-2.7813e-14,0,1,47.322,49.5,47.322,0
1,0.0035511,-2.7839e-14,0,1,47.421,49.5,47.421,0
1,0.0035517,-2.7865e-14,0,1,47.52,49.5,47.52,0
1,0.0035523,-2.7891e-14,0,1,47.619,49.5,47.619,0
1,0.0035529,-2.7917e-14,0,1,47.718,49.5,47.718,0
1,0.0035535,-2.7943e-14,0,1,47.817,49.5,47.817,0
1,0.0035541,-2.7969e-14,0,1,47.916,49.5,47.916,0
1,0.0035546,-2.7989e-14,0,1,48.015,49.5,48.015,0
1,0.0035549,-2.7976e-14,0,1,48.114,49.5,48.114,0
1,0.0035552,-2.7962e-14,0,1,48.213,49.5,48.213,0
1,0.0035555,-2.7948e-14,0,1,48.312,49.5,48.312,0
1,0.0035558,-2.7934e-14,0,1,48.411,49.5,48.411,0
1,0.0035561,-2.7921e-14,0,1,48.51,49.5,48.51,0
1,0.0035564,-2.7907e-14,0,1,48.609,49.5,48.609,0
1,0.0035567,-2.7893e-14,0,1,48.708,49.5,48.708,0
1,0.003557,-2.788e-14,0,1,48.807,49.5,48.807,0
1,0.0035572,-2.7866e-14,0,1,48.906,49.5,48.906,0
1,0.0035575,-2.7852e-14,0,1,49.005,49.5,49.005,0
1,0.0035575,-2.7837e-14,0,1,49.104,49.5,49.104,0
1,0.0035575,-2.7822e-14,0,1,49.203,49.5,49.203,0
1,0.0035575,-2.7807e-14,0,1,49.302,49.5,49.302,0
1,0.0035575,-2.7792e-14,0,1,49.401,49.5,49.401,0
1,0.0035575,-2.7776e-14,0,1,49.5,49.5,49.5,0
1,0.0035575,-2.7761e-14,0,1,49.599,49.5,49.599,0
1,0.0035575,-2.7746e-14,0,1,49.698,49.5,49.698,0
1,0.0035575,-2.7731e-14,0,1,49.797,49.5,49.797,0
1,0.0035575,-2.7716e-14,0,1,49.896,49.5,49.896,0
1,0.0035575,-2.7701e-14,0,1,49.995,49.5,49.995,0
1,0.0035572,-2.77e-14,0,1,50.094,49.5,50.094,0
1,0.003557,-2.77e-14,0,1,50.193,49.5,50.193,0
1,0.0035567,-2.77e-14,0,1,50.292,49.5,50.292,0
1,0.0035564,-2.77e-14,0,1,50.391,49.5,50.391,0
1,0.0035561,-2.77e-14,0,1,50.49,49.5,50.49,0
1,0.0035558,-2.77e-14,0,1,50.589,49.5,50.589,0
1,0.0035555,-2.77e-14,0,1,50.688,49.5,50.688,0
1,0.0035552,-2.77e-14,0,1,50.787,49.5,50.787,0
1,0.0035549,-2.77e-14,0,1,50.886,49.5,50.886,0
1,0.0035546,-2.77e-14,0,1,50.985,49.5,50.985,0
1,0.0035541,-2.7732e-14,0,1,51.084,49.5,51.084,0
1,0.0035535,-2.7769e-14,0,1,51.183,49.5,51.183,0
1,0.0035529,-2.7806e-14,0,1,51.282,49.5,51.282,0
1,0.0035523,-2.7843e-14,0,1,51.381,49.5,51.381,0
1,0.0035517,-2.788e-14,0,1,51.48,49.5,51.48,0
1,0.0035511,-2.7917e-14,0,1,51.579,49.5,51.579,0
1,0.0035506,-2.7954e-14,0,1,51.678,49.5,51.678,0
1,0.00355,-2.7991e-14,0,1,51.777,49.5,51.777,0
1,0.0035494,-2.8028e-14,0,1,51.876,49.5,51.876,0
1,0.0035488,-2.8065e-14,0,1,51.975,49.5,51.975,0
1,0.003548,-2.807e-14,0,1,52.074,49.5,52.074,0
1,0.0035471,-2.8063e-14,0,1,52.173,49.5,52.173,0
1,0.0035462,-2.8056e-14,0,1,52.272,49.5,52.272,0
1,0.0035454,-2.8049e-14,0,1,52.371,49.5,52.371,0
1,0.0035445,-2.8042e-14,0,1,52.47,49.5,52.47,0
1,0.0035436,-2.8035e-14,0,1,52.569,49.5,52.569,0
1,0.0035427,-2.8028e-14,0,1,52.668,49.5,52.668,0
1,0.0035419,-2.8022e-14,0,1,52.767,49.5,52.767,0
1,0.003541,-2.8015e-14,0,1,52.866,49.5,52.866,0
1,0.0035401,-2.8008e-14,0,1,52.965,49.5,52.965,0
1,0.003539,-2.8016e-14,0,1,53.064,49.5,53.064,0
1,0.0035379,-2.8033e-14,0,1,53.163,49.5,53.163,0
1,0.0035367,-2.8049e-14,0,1,53.262,49.5,53.262,0
1,0.0035355,-2.8065e-14,0,1,53.361,49.5,53.361,0
1,0.0035344,-2.8082e-14,0,1,53.46,49.5,53.46,0
1,0.0035332,-2.8098e-14,0,1,53.559,49.5,53.559,0
1,0.003532,-2.8115e-14,0,1,53.658,49.5,53.658,0
1,0.0035308,-2.8131e-14,0,1,53.757,49.5,53.757,0
1,0.0035297,-2.8148e-14,0,1,53.856,49.5,53.856,0
1,0.0035285,-2.8164e-14,0,1,53.955,49.5,53.955,0
1,0.0035272,-2.815e-14,0,1,54.054,49.5,54.054,0
1,0.0035257,-2.811e-14,0,1,54.153,49.5,54.153,0
1,0.0035242,-2.807e-14,0,1,54.252,49.5,54.252,0
1,0.0035228,-2.8031e-14,0,1,54.351,49.5,54.351,0
1,0.0035213,-2.7991e-14,0,1,54.45,49.5,54.45,0
1,0.0035199,-2.7951e-14,0,1,54.549,49.5,54.549,0
1,0.0035184,-2.7911e-14,0,1,54.648,49.5,54.648,0
1,0.0035169,-2.7871e-14,0,1,54.747,49.5,54.747,0
1,0.0035155,-2.7831e-14,0,1,54.846,49.5,54.846,0
1,0.003514,-2.7792e-14,0,1,54.945,49.5,54.945,0
1,0.0035124,-2.7773e-14,0,1,55.044,49.5,55.044,0
1,0.0035107,-2.7781e-14,0,1,55.143,49.5,55.143,0
1,0.0035089,-2.779e-14,0,1,55.242,49.5,55.242,0
1,0.0035071,-2.7798e-14,0,1,55.341,49.5,55.341,0
1,0.0035054,-2.7806e-14,0,1,55.44,49.5,55.44,0
1,0.0035036,-2.7814e-14,0,1,55.539,49.5,55.539,0
1,0.0035019,-2.7823e-14,0,1,55.638,49.5,55.638,0
1,0.0035001,-2.7831e-14,0,1,55.737,49.5,55.737,0
1,0.0034984,-2.7839e-14,0,1,55.836,49.5,55.836,0
1,0.0034966,-2.7847e-14,0,1,55.935,49.5,55.935,0
1,0.0034948,-2.7837e-14,0,1,56.034,49.5,56.034,0
1,0.0034927,-2.7792e-14,0,1,56.133,49.5,56.133,0
1,0.0034907,-2.7746e-14,0,1,56.232,49.5,56.232,0
1,0.0034886,-2.7701e-14,0,1,56.331,49.5,56.331,0
1,0.0034866,-2.7656e-14,0,1,56.43,49.5,56.43,0
1,0.0034845,-2.761e-14,0,1,56.529,49.5,56.529,0
1,0.0034825,-2.7565e-14,0,1,56.628,49.5,56.628,0
1,0.0034804,-2.752e-14,0,1,56.727,49.5,56.727,0
1,0.0034784,-2.7474e-14,0,1,56.826,49.5,56.826,0
1,0.0034763,-2.7429e-14,0,1,56.925,49.5,56.925,0
1,0.0034742,-2.7394e-14,0,1,57.024,49.5,57.024,0
1,0.0034719,-2.7391e-14,0,1,57.123,49.5,57.123,0
1,0.0034695,-2.7389e-14,0,1,57.222,49.5,57.222,0
1,0.0034672,-2.7386e-14,0,1,57.321,49.5,57.321,0
1,0.0034648,-2.7383e-14,0,1,57.42,49.5,57.42,0
1,0.0034625,-2.738e-14,0,1,57.519,49.5,57.519,0
1,0.0034602,-2.7378e-14,0,1,57.618,49.5,57.618,0
1,0.0034578,-2.7375e-14,0,1,57.717,49.5,57.717,0
1,0.0034555,-2.7372e-14,0,1,57.816,49.5,57.816,0
1,0.0034531,-2.7369e-14,0,1,57.915,49.5,57.915,0
1,0.0034507,-2.7367e-14,0,1,58.014,49.5,58.014,0
1,0.0034481,-2.7369e-14,0,1,58.113,49.5,58.113,0
1,0.0034455,-2.737e-14,0,1,58.212,49.5,58.212,0
1,0.0034428,-2.7371e-14,0,1,58.311,49.5,58.311,0
1,0.0034402,-2.7373e-14,0,1,58.41,49.5,58.41,0
1,0.0034376,-2.7374e-14,0,1,58.509,49.5,58.509,0
1,0.0034349,-2.7375e-14,0,1,58.608,49.5,58.608,0
1,0.0034323,-2.7377e-14,0,1,58.707,49.5,58.707,0
1,0.0034297,-2.7378e-14,0,1,58.806,49.5,58.806,0
1,0.003427,-2.738e-14,0,1,58.905,49.5,58.905,0
1,0.0034244,-2.738e-14,0,1,59.004,49.5,59.004,0
1,0.0034215,-2.7361e-14,0,1,59.103,49.5,59.103,0
1,0.0034185,-2.7342e-14,0,1,59.202,49.5,59.202,0
1,0.0034156,-2.7322e-14,0,1,59.301,49.5,59.301,0
1,0.0034127,-2.7303e-14,0,1,59.4,49.5,59.4,0
1,0.0034098,-2.7284e-14,0,1,59.499,49.5,59.499,0
1,0.0034068,-2.7265e-14,0,1,59.598,49.5,59.598,0
1,0.0034039,-2.7245e-14,0,1,59.697,49.5,59.697,0
1,0.003401,-2.7226e-14,0,1,59.796,49.5,59.796,0
1,0.0033981,-2.7207e-14,0,1,59.895,49.5,59.895,0
1,0.0033951,-2.7188e-14,0,1,59.994,49.5,59.994,0
1,0.0033919,-2.7174e-14,0,1,60.093,49.5,60.093,0
1,0.0033887,-2.716e-14,0,1,60.192,49.5,60.192,0
1,0.0033855,-2.7146e-14,0,1,60.291,49.5,60.291,0
1,0.0033823,-2.7132e-14,0,1,60.39,49.5,60.39,0
1,0.003379,-2.7119e-14,0,1,60.489,49.5,60.489,0
1,0.0033758,-2.7105e-14,0,1,60.588,49.5,60.588,0
1,0.0033726,-2.7091e-14,0,1,60.687,49.5,60.687,0
1,0.0033694,-2.7078e-14,0,1,60.786,49.5,60.786,0
1,0.0033662,-2.7064e-14,0,1,60.885,49.5,60.885,0
1,0.0033629,-2.705e-14,0,1,60.984,49.5,60.984,0
1,0.0033595,-2.705e-14,0,1,61.083,49.5,61.083,0
1,0.003356,-2.7053e-14,0,1,61.182,49.5,61.182,0
1,0.0033525,-2.7056e-14,0,1,61.281,49.5,61.281,0
1,0.0033489,-2.7058e-14,0,1,61.38,49.5,61.38,0
1,0.0033454,-2.7061e-14,0,1,61.479,49.5,61.479,0
1,0.0033419,-2.7064e-14,0,1,61.578,49.5,61.578,0
1,0.0033384,-2.7067e-14,0,1,61.677,49.5,61.677,0
1,0.0033349,-2.7069e-14,0,1,61.776,49.5,61.776,0
1,0.0033314,-2.7072e-14,0,1,61.875,49.5,61.875,0
1,0.0033279,-2.7075e-14,0,1,61.974,49.5,61.974,0
1,0.0033241,-2.7042e-14,0,1,62.073,49.5,62.073,0
1,0.0033203,-2.6997e-14,0,1,62.172,49.5,62.172,0
1,0.0033165,-2.6951e-14,0,1,62.271,49.5,62.271,0
1,0.0033127,-2.6906e-14,0,1,62.37,49.5,62.37,0
1,0.0033089,-2.6861e-14,0,1,62.469,49.5,62.469,0
1,0.0033051,-2.6815e-14,0,1,62.568,49.5,62.568,0
1,0.0033013,-2.677e-14,0,1,62.667,49.5,62.667,0
1,0.0032975,-2.6725e-14,0,1,62.766,49.5,62.766,0
1,0.0032937,-2.6679e-14,0,1,62.865,49.5,62.865,0
1,0.0032899,-2.6634e-14,0,1,62.964,49.5,62.964,0
1,0.0032859,-2.6611e-14,0,1,63.063,49.5,63.063,0
1,0.0032818,-2.66e-14,0,1,63.162,49.5,63.162,0
1,0.0032777,-2.6589e-14,0,1,63.261,49.5,63.261,0
1,0.0032736,-2.6578e-14,0,1,63.36,49.5,63.36,0
1,0.0032695,-2.6567e-14,0,1,63.459,49.5,63.459,0
1,0.0032654,-2.6556e-14,0,1,63.558,49.5,63.558,0
1,0.0032613,-2.6545e-14,0,1,63.657,49.5,63.657,0
1,0.0032572,-2.6534e-14,0,1,63.756,49.5,63.756,0
1,0.0032531,-2.6523e-14,0,1,63.855,49.5,63.855,0
1,0.003249,-2.6512e-14,0,1,63.954,49.5,63.954,0
1,0.0032448,-2.6481e-14,0,1,64.053,49.5,64.053,0
1,0.0032404,-2.6433e-14,0,1,64.152,49.5,64.152,0
1,0.003236,-2.6385e-14,0,1,64.251,49.5,64.251,0
1,0.0032316,-2.6337e-14,0,1,64.35,49.5,64.35,0
1,0.0032272,-2.6288e-14,0,1,64.449,49.5,64.449,0
1,0.0032228,-2.624e-14,0,1,64.548,49.5,64.548,0
1,0.0032184,-2.6192e-14,0,1,64.647,49.5,64.647,0
1,0.003214,-2.6144e-14,0,1,64.746,49.5,64.746,0
1,0.0032096,-2.6096e-14,0,1,64.845,49.5,64.845,0
1,0.0032052,-2.6048e-14,0,1,64.944,49.5,64.944,0
1,0.0032007,-2.6007e-14,0,1,65.043,49.5,65.043,0
1,0.003196,-2.5974e-14,0,1,65.142,49.5,65.142,0
1,0.0031913,-2.5941e-14,0,1,65.241,49.5,65.241,0
1,0.0031867,-2.5908e-14,0,1,65.34,49.5,65.34,0
1,0.003182,-2.5875e-14,0,1,65.439,49.5,65.439,0
1,0.0031773,-2.5842e-14,0,1,65.538,49.5,65.538,0
1,0.0031726,-2.5809e-14,0,1,65.637,49.5,65.637,0
1,0.0031679,-2.5776e-14,0,1,65.736,49.5,65.736,0
1,0.0031632,-2.5743e-14,0,1,65.835,49.5,65.835,0
1,0.0031586,-2.571e-14,0,1,65.934,49.5,65.934,0
1,0.0031538,-2.5672e-14,0,1,66.033,49.5,66.033,0
1,0.0031488,-2.5624e-14,0,1,66.132,49.5,66.132,0
1,0.0031438,-2.5576e-14,0,1,66.231,49.5,66.231,0
1,0.0031388,-2.5527e-14,0,1,66.33,49.5,66.33,0
1,0.0031339,-2.5479e-14,0,1,66.429,49.5,66.429,0
1,0.0031289,-2.5431e-14,0,1,66.528,49.5,66.528,0
1,0.0031239,-2.5383e-14,0,1,66.627,49.5,66.627,0
1,0.0031189,-2.5335e-14,0,1,66.726,49.5,66.726,0
1,0.0031139,-2.5287e-14,0,1,66.825,49.5,66.825,0
1,0.003109,-2.5239e-14,0,1,66.924,49.5,66.924,0
1,0.0031039,-2.5192e-14,0,1,67.023,49.5,67.023,0
1,0.0030987,-2.5146e-14,0,1,67.122,49.5,67.122,0
1,0.0030934,-2.5101e-14,0,1,67.221,49.5,67.221,0
1,0.0030881,-2.5056e-14,0,1,67.32,49.5,67.32,0
1,0.0030828,-2.501e-14,0,1,67.419,49.5,67.419,0
1,0.0030776,-2.4965e-14,0,1,67.518,49.5,67.518,0
1,0.0030723,-2.4919e-14,0,1,67.617,49.5,67.617,0
1,0.003067,-2.4874e-14,0,1,67.716,49.5,67.716,0
1,0.0030618,-2.4829e-14,0,1,67.815,49.5,67.815,0
1,0.0030565,-2.4783e-14,0,1,67.914,49.5,67.914,0
1,0.0030512,-2.4735e-14,0,1,68.013,49.5,68.013,0
1,0.0030456,-2.4669e-14,0,1,68.112,49.5,68.112,0
1,0.00304,-2.4604e-14,0,1,68.211,49.5,68.211,0
1,0.0030345,-2.4538e-14,0,1,68.31,49.5,68.31,0
1,0.0030289,-2.4472e-14,0,1,68.409,49.5,68.409,0
1,0.0030234,-2.4406e-14,0,1,68.508,49.5,68.508,0
1,0.0030178,-2.434e-14,0,1,68.607,49.5,68.607,0
1,0.0030122,-2.4274e-14,0,1,68.706,49.5,68.706,0
1,0.0030067,-2.4208e-14,0,1,68.805,49.5,68.805,0
1,0.0030011,-2.4142e-14,0,1,68.904,49.5,68.904,0
1,0.0029955,-2.4077e-14,0,1,69.003,49.5,69.003,0
1,0.0029897,-2.406e-14,0,1,69.102,49.5,69.102,0
1,0.0029838,-2.4042e-14,0,1,69.201,49.5,69.201,0
1,0.0029779,-2.4024e-14,0,1,69.3,49.5,69.3,0
1,0.0029721,-2.4006e-14,0,1,69.399,49.5,69.399,0
1,0.0029662,-2.3988e-14,0,1,69.498,49.5,69.498,0
1,0.0029604,-2.397e-14,0,1,69.597,49.5,69.597,0
1,0.0029545,-2.3952e-14,0,1,69.696,49.5,69.696,0
1,0.0029487,-2.3935e-14,0,1,69.795,49.5,69.795,0
1,0.0029428,-2.3917e-14,0,1,69.894,49.5,69.894,0
1,0.0029369,-2.3899e-14,0,1,69.993,49.5,69.993,0
1,0.0029308,-2.3859e-14,0,1,70.092,49.5,70.092,0
1,0.0029247,-2.3818e-14,0,1,70.191,49.5,70.191,0
1,0.0029185,-2.3777e-14,0,1,70.29,49.5,70.29,0
1,0.0029124,-2.3736e-14,0,1,70.389,49.5,70.389,0
1,0.0029062,-2.3694e-14,0,1,70.488,49.5,70.488,0
1,0.0029001,-2.3653e-14,0,1,70.587,49.5,70.587,0
1,0.0028939,-2.3612e-14,0,1,70.686,49.5,70.686,0
1,0.0028878,-2.3571e-14,0,1,70.785,49.5,70.785,0
1,0.0028816,-2.353e-14,0,1,70.884,49.5,70.884,0
1,0.0028754,-2.3488e-14,0,1,70.983,49.5,70.983,0
1,0.0028691,-2.3466e-14,0,1,71.082,49.5,71.082,0
1,0.0028626,-2.3449e-14,0,1,71.181,49.5,71.181,0
1,0.0028562,-2.3431e-14,0,1,71.28,49.5,71.28,0
1,0.0028497,-2.3413e-14,0,1,71.379,49.5,71.379,0
1,0.0028433,-2.3395e-14,0,1,71.478,49.5,71.478,0
1,0.0028368,-2.3377e-14,0,1,71.577,49.5,71.577,0
1,0.0028304,-2.3359e-14,0,1,71.676,49.5,71.676,0
1,0.0028239,-2.3341e-14,0,1,71.775,49.5,71.775,0
1,0.0028175,-2.3324e-14,0,1,71.874,49.5,71.874,0
1,0.002811,-2.3306e-14,0,1,71.973,49.5,71.973,0
1,0.0028044,-2.3254e-14,0,1,72.072,49.5,72.072,0
1,0.0027977,-2.3189e-14,0,1,72.171,49.5,72.171,0
1,0.0027909,-2.3125e-14,0,1,72.27,49.5,72.27,0
1,0.0027842,-2.306e-14,0,1,72.369,49.5,72.369,0
1,0.0027774,-2.2996e-14,0,1,72.468,49.5,72.468,0
1,0.0027707,-2.2931e-14,0,1,72.567,49.5,72.567,0
1,0.002764,-2.2866e-14,0,1,72.666,49.5,72.666,0
1,0.0027572,-2.2802e-14,0,1,72.765,49.5,72.765,0
1,0.0027505,-2.2737e-14,0,1,72.864,49.5,72.864,0
1,0.0027437,-2.2673e-14,0,1,72.963,49.5,72.963,0
1,0.0027368,-2.2636e-14,0,1,73.062,49.5,73.062,0
1,0.0027298,-2.2615e-14,0,1,73.161,49.5,73.161,0
1,0.0027228,-2.2594e-14,0,1,73.26,49.5,73.26,0
1,0.0027157,-2.2574e-14,0,1,73.359,49.5,73.359,0
1,0.0027087,-2.2553e-14,0,1,73.458,49.5,73.458,0
1,0.0027017,-2.2533e-14,0,1,73.557,49.5,73.557,0
1,0.0026946,-2.2512e-14,0,1,73.656,49.5,73.656,0
1,0.0026876,-2.2491e-14,0,1,73.755,49.5,73.755,0
1,0.0026806,-2.2471e-14,0,1,73.854,49.5,73.854,0
1,0.0026735,-2.245e-14,0,1,73.953,49.5,73.953,0
1,0.0026663,-2.2406e-14,0,1,74.052,49.5,74.052,0
1,0.002659,-2.234e-14,0,1,74.151,49.5,74.151,0
1,0.0026517,-2.2274e-14,0,1,74.25,49.5,74.25,0
1,0.0026444,-2.2208e-14,0,1,74.349,49.5,74.349,0
1,0.002637,-2.2142e-14,0,1,74.448,49.5,74.448,0
1,0.0026297,-2.2076e-14,0,1,74.547,49.5,74.547,0
1,0.0026224,-2.201e-14,0,1,74.646,49.5,74.646,0
1,0.0026151,-2.1944e-14,0,1,74.745,49.5,74.745,0
1,0.0026077,-2.1878e-14,0,1,74.844,49.5,74.844,0
1,0.0026004,-2.1812e-14,0,1,74.943,49.5,74.943,0
1,0.002593,-2.1754e-14,0,1,75.042,49.5,75.042,0
1,0.0025853,-2.1708e-14,0,1,75.141,49.5,75.141,0
1,0.0025777,-2.1661e-14,0,1,75.24,49.5,75.24,0
1,0.0025701,-2.1614e-14,0,1,75.339,49.5,75.339,0
1,0.0025625,-2.1568e-14,0,1,75.438,49.5,75.438,0
1,0.0025548,-2.1521e-14,0,1,75.537,49.5,75.537,0
1,0.0025472,-2.1474e-14,0,1,75.636,49.5,75.636,0
1,0.0025396,-2.1427e-14,0,1,75.735,49.5,75.735,0
1,0.002532,-2.1381e-14,0,1,75.834,49.5,75.834,0
1,0.0025244,-2.1334e-14,0,1,75.933,49.5,75.933,0
1,0.0025167,-2.1275e-14,0,1,76.032,49.5,76.032,0
1,0.0025087,-2.1192e-14,0,1,76.131,49.5,76.131,0
1,0.0025008,-2.1108e-14,0,1,76.23,49.5,76.23,0
1,0.0024929,-2.1024e-14,0,1,76.329,49.5,76.329,0
1,0.002485,-2.094e-14,0,1,76.428,49.5,76.428,0
1,0.0024771,-2.0856e-14,0,1,76.527,49.5,76.527,0
1,0.0024692,-2.0772e-14,0,1,76.626,49.5,76.626,0
1,0.0024613,-2.0689e-14,0,1,76.725,49.5,76.725,0
1,0.0024533,-2.0605e-14,0,1,76.824,49.5,76.824,0
1,0.0024454,-2.0521e-14,0,1,76.923,49.5,76.923,0
1,0.0024374,-2.0447e-14,0,1,77.022,49.5,77.022,0
1,0.0024292,-2.0409e-14,0,1,77.121,49.5,77.121,0
1,0.002421,-2.037e-14,0,1,77.22,49.5,77.22,0
1,0.0024128,-2.0332e-14,0,1,77.319,49.5,77.319,0
1,0.0024046,-2.0293e-14,0,1,77.418,49.5,77.418,0
1,0.0023964,-2.0255e-14,0,1,77.517,49.5,77.517,0
1,0.0023882,-2.0216e-14,0,1,77.616,49.5,77.616,0
1,0.00238,-2.0178e-14,0,1,77.715,49.5,77.715,0
1,0.0023718,-2.014e-14,0,1,77.814,49.5,77.814,0
1,0.0023636,-2.0101e-14,0,1,77.913,49.5,77.913,0
1,0.0023553,-2.0057e-14,0,1,78.012,49.5,78.012,0
1,0.0023468,-1.9973e-14,0,1,78.111,49.5,78.111,0
1,0.0023383,-1.989e-14,0,1,78.21,49.5,78.21,0
1,0.0023298,-1.9806e-14,0,1,78.309,49.5,78.309,0
1,0.0023213,-1.9722e-14,0,1,78.408,49.5,78.408,0
1,0.0023128,-1.9638e-14,0,1,78.507,49.5,78.507,0
1,0.0023043,-1.9554e-14,0,1,78.606,49.5,78.606,0
